gene_name	synonyms	ecocyc_accession	common_name	position_min	summary	gene_product	b_number
G6738		ECK1417	ydcJ	32.214565		G6738-MONOMER	b1423
G6737		ECK1416	ydcI	32.190002		G6737-MONOMER	b1422
EG12865		ECK1419	ydcH	32.287018		EG12865-MONOMER	b1426
EG12110		ECK1407	ydcF	32.04107		EG12110-MONOMER	b1414
EG11760		ECK1451	ydcD	32.96072		EG11760-MONOMER	b1457
EG11526		ECK1454	ydcC	33.001526		EG11526-MONOMER	b1460
EG11219		ECK1411	ydcA	32.13677		EG11219-MONOMER	b1419
G6705		ECK1380	ydbL	31.150118		G6705-MONOMER	b1383
G6701	pfo	ECK1374	ydbK	30.964407		G6701-MONOMER	b1378
G0-10450		ECK1375	ydbJ	31.04623		MONOMER0-2672	b4529
G6703		ECK1378	ydbH	31.089169		G6703-MONOMER	b1381
EG11310		ECK1400	ydbD	31.780582		EG11310-MONOMER	b1407
G6722	b1401 // b1405	ECK1398	ydbA	31.570486	Comment from EcoGene: Two independent insertions, IS30C and IS2D, interrupt <i>ydbA</i>. The IS2D insertion is in codon 839 and made a 5 bp target site duplication AACCC. The IS30C insertion is in codon 856 and made a 2 bp target site duplication CT. The pre-insertion YdbA sequence has been reconstructed and is consistent with the sequence of a closely-related <i>E. coli</i> 53638 protein with this region intact (NCBI gi 75515008). The first 21 aa of YdbA are predicted to be a type I signal peptide. The 17 codons between the two insertions encode PELTYADSGAKIVNKGT and were overlooked in previous reconstructions.	G6722-MONOMER	b4492
G6689		ECK1364	ydaY	30.713657		G6689-MONOMER	b1366
G6685		ECK1359	ydaW	30.651846		G6685-MONOMER	b1361
G6684		ECK1358	ydaV	30.635279		G6684-MONOMER	b1360
G6683		ECK1357	ydaU	30.616665		G6683-MONOMER	b1359
G6682		ECK1356	ydaT	30.607292		G6682-MONOMER	b1358
G6681		ECK1355	ydaS	30.60042		G6681-MONOMER	b1357
G6679	gatA	ECK1353	ydaG	30.57795		G6679-MONOMER	b1355
G0-10448		ECK1352	ydaF	30.574373		MONOMER0-2670	b4527
G0-9081		ECK1349	ydaE	30.545977		MONOMER0-1001	b4526
G6663		ECK1324	ycjY	29.966337		G6663-MONOMER	b1327
G6659		ECK1317	ycjX	29.819492		G6659-MONOMER	b1321
G6658		ECK1316	ycjW	29.79463		G6658-MONOMER	b1320
G6656		ECK1313	ycjV	29.748482		YCJV-MONOMER	b1318
G6655	pgmB	ECK1312	ycjU	29.733982		G6655-MONOMER	b1317
G6654		ECK1311	ycjT	29.685207		G6654-MONOMER	b1316
G6653		ECK1310	ycjS	29.662544		G6653-MONOMER	b1315
G6652	dte	ECK1309	ycjR	29.645351		G6652-MONOMER	b1314
G6651		ECK1308	ycjQ	29.622278		G6651-MONOMER	b1313
G6650		ECK1307	ycjP	29.60347		YCJP-MONOMER	b1312
G6649		ECK1306	ycjO	29.584768		YCJO-MONOMER	b1311
G6648		ECK1305	ycjN	29.55648		YCJN-MONOMER	b1310
G6647	ggaP	ECK1304	ycjM	29.520008		G6647-MONOMER	b1309
G6661	ycjH	ECK1321	ycjG	29.923183		G6661-MONOMER	b1325
EG12870		ECK1318	ycjF	29.849524		EG12870-MONOMER	b1322
G6641		ECK1284	ycjD	29.114786		G6641-MONOMER	b1289
G0-10591	deoL	ECK4406	yciZ	28.9646		MONOMER0-2820	b4596
G0-8891		ECK4405	yciY	28.1966		MONOMER0-765	b4595
G0-10513	yciX_2	ECK1270	yciX	28.76758		MONOMER0-2886	b4523
G6640		ECK1282	yciW	29.062498		G6640-MONOMER	b1287
G6634	trpH	ECK1260	yciV	28.507523		G6634-MONOMER	b1266
G6633		ECK1242	yciU	28.15422		G6633-MONOMER	b1248
G6638	deoT	ECK1279	yciT	28.946526		G6638-MONOMER	b1284
G6636	yciP	ECK1262	yciQ	28.5404		G6636-MONOMER	b1268
G6635		ECK1261	yciO	28.526438		G6635-MONOMER	b1267
EG12868		ECK1267	yciN	28.662575		EG12868-MONOMER	b1273
EG11759		ECK1265	yciK	28.61813		EG11759-MONOMER	b1271
EG11607		ECK1245	yciI	28.234968		EG11607-MONOMER	b1251
EG11128		ECK1277	yciH	28.926294		EG11128-MONOMER	b1282
EG11127		ECK1253	yciG	28.348871		EG11127-MONOMER	b1259
EG11126		ECK1252	yciF	28.336248		EG11126-MONOMER	b1258
EG11125		ECK1251	yciE	28.324356		EG11125-MONOMER	b1257
EG11123		ECK1249	yciC	28.28562		EG11123-MONOMER	b1255
EG11122		ECK1248	yciB	28.273361		EG11122-MONOMER	b1254
EG11121		ECK1247	yciA	28.262524		EG11121-MONOMER	b1253
G0-17017		ECK4627	ychT	27.975256		MONOMER0-4483	b4771
G6631		ECK1222	ychS	27.720928		G6631-MONOMER	b1228
G6630	sirB2	ECK1201	ychQ	27.294678		G6630-MONOMER	b1213
EG12405	ychP	ECK1214	ychO	27.44247		EG12405-MONOMER	b1220
EG12404		ECK1213	ychN	27.43088		EG12404-MONOMER	b1219
EG12119		ECK1228	ychJ	27.763262		EG12119-MONOMER	b1233
EG11533		ECK1193	ychH	27.119461		EG11533-MONOMER	b1205
EG11404	gtp1	ECK1191	ychF	27.074865		EG11404-MONOMER	b1203
EG11342		ECK1236	ychE	27.977064		EG11342-MONOMER	b1242
EG11251	sirB1	ECK1202	ychA	27.30321		EG11251-MONOMER	b1214
G6604		ECK1151	ycgZ	26.193024		G6604-MONOMER	b1164
G6625		ECK1184	ycgY	26.825794		G6625-MONOMER	b1196
G6601		ECK1148	ycgX	26.12654		G6601-MONOMER	b1161
G6629		ECK1190	ycgV	26.996529		G6629-MONOMER	b1202
G6623		ECK1182	ycgR	26.796345		G6623-MONOMER	b1194
G6618		ECK1169	ycgN	26.473656		G6618-MONOMER	b1181
G6617		ECK1168	ycgM	26.457798		G6617-MONOMER	b1180
G6616		ECK1167	ycgL	26.449224		G6616-MONOMER	b1179
G6614		ECK1165	ycgJ	26.425938		G6614-MONOMER	b1177
G0-10444	ymgH // b1173 // ECK1160	ECK1161	ycgI	26.360529	Comment from ASAP: The coordinates of the ycgI pseudogene have been changed from those reported in the GenBank entry (GBAN:U00096.2) to correspond to the region of similarity to its paralog (ASAP:ABE-0008713), adding 131 nucleotides to the N-terminus.	MONOMER0-2666	b4521
G6609	b1169 // b1170	ECK1157	ycgH	26.275148	Comment from EcoGene: <i>ycgH</i> has an in-frame stop codon at codon 507 and has a frameshift caused by a one basepair deletion in codon 859.
	G6609-MONOMER	b4491
EG11516		ECK1176	ycgB	26.622183		EG11516-MONOMER	b1188
G6578		ECK1107	ycfZ	25.432304		G6578-MONOMER	b1121
G6572		ECK1101	ycfT	25.2947		G6572-MONOMER	b1115
G6568		ECK1094	ycfP	25.101904		G6568-MONOMER	b1108
G6564		ECK1090	ycfL	25.039513		G6564-MONOMER	b1104
EG12877	stfP	ECK1140	ycfK	26.014465		EG12877-MONOMER	b1154
EG12444		ECK1096	ycfJ	25.154814		EG12444-MONOMER	b1110
EG12303		ECK1086	ycfH	24.921665		EG12303-MONOMER	b1100
G6563		ECK1070	yceQ	24.657211		G6563-MONOMER	b1085
G6555		ECK1043	yceO	24.11441		G6555-MONOMER	b1058
G6560	mviM	ECK1053	yceM	24.275969		G6560-MONOMER	b1068
EG12689		ECK1036	yceK	23.991005		EG12689-MONOMER	b1050
G6554		ECK1042	yceJ	24.096594		G6554-MONOMER	b1057
EG11820		ECK1041	yceI	24.08412		EG11820-MONOMER	b1056
EG11537		ECK1052	yceH	24.261988		EG11537-MONOMER	b1067
EG11438		ECK1072	yceF	24.689722		EG11438-MONOMER	b1087
EG11119		ECK1074	yceD	24.706593		EG11119-MONOMER	b1088
EG11117		ECK1048	yceB	24.18779		EG11117-MONOMER	b1063
G6542	nupT	ECK1022	ycdZ	23.704836		G6542-MONOMER	b1036
G6541		ECK1021	ycdY	23.690704		G6541-MONOMER	b1035
G6540		ECK1020	ycdX	23.674307		G6540-MONOMER	b1034
G6536		ECK1017	ycdU	23.6089		G6536-MONOMER	b1029
G6516			ycdF	23.00034			b1005
G6502		ECK0959	yccX	22.191753		G6502-MONOMER	b0968
G6499		ECK0956	yccU	22.146124		G6499-MONOMER	b0965
G6498		ECK0955	yccT	22.128136		G6498-MONOMER	b0964
G6495		ECK0951	yccS	22.012205		G6495-MONOMER	b0960
G6513		ECK0983	yccM	22.67057		G6513-MONOMER	b0992
EG12703		ECK0994	yccJ	22.984575		EG12703-MONOMER	b1003
G6496		ECK0952	yccF	22.059		G6496-MONOMER	b0961
EG12196		ECK0992	yccE	22.923649		EG12196-MONOMER	b1001
EG11113		ECK0961	yccA	22.206726		EG11113-MONOMER	b0970
G6493		ECK0946	ycbZ	21.900372		G6493-MONOMER	b0955
G6487		ECK0938	ycbX	21.683895		G6487-MONOMER	b0947
G6485		ECK0934	ycbV	21.618145		G6485-MONOMER	b0943
G6484		ECK0933	ycbU	21.606295		G6484-MONOMER	b0942
G6473		ECK0910	ycbJ	20.935478		G6473-MONOMER	b0919
EG12397		ECK0935	ycbF	21.629087		EG12397-MONOMER	b0944
G6472		ECK0908	ycaR	20.912231		G6472-MONOMER	b0917
G6471	alkZ	ECK0907	ycaQ	20.88457		G6471-MONOMER	b0916
G6469		ECK0897	ycaP	20.612532		G6469-MONOMER	b0906
G6468		ECK0896	ycaO	20.571814		G6468-MONOMER	b0905
G6467		ECK0891	ycaN	20.437983		G6467-MONOMER	b0900
G6466		ECK0890	ycaM	20.407152		YCAM	b0899
G6470		ECK0900	ycaL	20.687979		G6470-MONOMER	b0909
EG12702		ECK0892	ycaK	20.459698		EG12702-MONOMER	b0901
EG12375		ECK0904	ycaI	20.775362		EG12375-MONOMER	b0913
EG11242		ECK0889	ycaD	20.377895		YCAD-MONOMER	b0898
EG11241		ECK0888	ycaC	20.357645		EG11241-MONOMER	b0897
G6460		ECK0868	ybjX	19.7802		G6460-MONOMER	b0877
G6454		ECK0860	ybjT	19.537268		G6454-MONOMER	b0869
G6453		ECK0859	ybjS	19.513311		G6453-MONOMER	b0868
G6451		ECK0857	ybjQ	19.4886		G6451-MONOMER	b0866
G6450		ECK0856	ybjP	19.47479		G6450-MONOMER	b0865
G6448		ECK0849	ybjO	19.346323		G6448-MONOMER	b0858
G6447		ECK0844	ybjN	19.237913		G6447-MONOMER	b0853
G6446		ECK0839	ybjM	19.176125		G6446-MONOMER	b0848
G6445		ECK0838	ybjL	19.134007		G6445-MONOMER	b0847
G6443		ECK0835	ybjJ	19.090853		G6443-MONOMER	b0845
G6442		ECK0834	ybjI	19.073296		G6442-MONOMER	b0844
G6441		ECK0833	ybjH	19.065323		G6441-MONOMER	b0843
G6439		ECK0831	ybjG	19.018919		G6439-MONOMER	b0841
G6459		ECK0867	ybjD	19.744543		G6459-MONOMER	b0876
EG12842		ECK0841	ybjC	19.193878		EG12842-MONOMER	b0850
G6427	pflE	ECK0814	ybiY	18.58416		G6427-MONOMER	b0824
G6413		ECK0793	ybiX	18.065334		G6413-MONOMER	b0804
G6426	pflF	ECK0813	ybiW	18.531635		G6426-MONOMER	b0823
G6425	supH	ECK0812	ybiV	18.510931		G6425-MONOMER	b0822
G6424		ECK0811	ybiU	18.480404		G6424-MONOMER	b0821
G6423		ECK0810	ybiT	18.440912		G6423-MONOMER	b0820
G6421		ECK0808	ybiR	18.391016		G6421-MONOMER	b0818
G6417		ECK0797	ybiO	18.167131		G6417-MONOMER	b0808
EG12422		ECK0791	ybiJ	18.0467		EG12422-MONOMER	b0802
EG12421		ECK0792	ybiI	18.05801		EG12421-MONOMER	b0803
G0-17015		ECK4626	ybiE	18.04321		MONOMER0-4507	b4769
EG11580		ECK0789	ybiB	17.994627		EG11580-MONOMER	b0800
EG11579		ECK0787	ybiA	17.934734		EG11579-MONOMER	b0798
G0-10587		ECK4401	ybhU	17.50849			b4591
G6410		ECK0782	ybhS	17.79795		YBHS-MONOMER	b0793
G6409		ECK0781	ybhR	17.773888		YBHR-MONOMER	b0792
G6408		ECK0780	ybhQ	17.765873		G6408-MONOMER	b0791
G6407		ECK0779	ybhP	17.746613		G6407-MONOMER	b0790
G6405		ECK0777	ybhN	17.699345		G6405-MONOMER	b0788
G6404		ECK0776	ybhM	17.683208		G6404-MONOMER	b0787
G6403		ECK0775	ybhL	17.663626		G6403-MONOMER	b0786
G6402		ECK0769	ybhK	17.574326		G6402-MONOMER	b0780
G6401		ECK0760	ybhJ	17.31071		G6401-MONOMER	b0771
G6400		ECK0759	ybhI	17.275896		B0770-MONOMER	b0770
G6399		ECK0758	ybhH	17.251595		G6399-MONOMER	b0769
G6412		ECK0784	ybhG	17.85946		G6412-MONOMER	b0795
G6411		ECK0783	ybhF	17.82221		YBHF-MONOMER	b0794
G6398		ECK0757	ybhD	17.2271		G6398-MONOMER	b0768
EG12875		ECK0761	ybhC	17.364464		EG12875-MONOMER	b0772
EG11238		ECK0762	ybhB	17.39538		EG11238-MONOMER	b0773
EG11239		ECK0755	ybhA	17.183819		EG11239-MONOMER	b0766
G0-17014		ECK4625	ybgV	16.258392		MONOMER0-4481	b4768
G0-16730		ECK4592	ybgU	16.258738		MONOMER0-4412	b4735
G6394		ECK0742	ybgS	16.910725		G6394-MONOMER	b0753
G6387		ECK0707	ybgQ	16.152052		G6387-MONOMER	b0718
G6386		ECK0706	ybgP	16.136044		G6386-MONOMER	b0717
G6385		ECK0705	ybgO	16.11325		G6385-MONOMER	b0716
G6379		ECK0699	ybgI	16.003504		G6379-MONOMER	b0710
EG12395		ECK0724	ybgE	16.681755		EG12395-MONOMER	b0735
EG12359		ECK0708	ybgD	16.206062		EG12359-MONOMER	b0719
EG11110		ECK0725	ybgC	16.6913		EG11110-MONOMER	b0736
EG11108	tkp	ECK0696	ybgA	15.921077		EG11108-MONOMER	b0707
G0-10440		ECK0693	ybfQ	15.86601		MONOMER0-2662	b4514
G6374		ECK0677	ybfP	15.412874		G6374-MONOMER	b0689
G6376		ECK0691	ybfO	15.818076		G6376-MONOMER	b0703
G6377		ECK0694	ybfL	15.8758135		G6377-MONOMER	b0705
G0-10586		ECK4400	ybfK	15.524279	The <i>ybfK</i> gene has been deaccessioned due to experimental evidence for the SpeFL leader peptide (|CITS: [32094585]|) encoded on the opposite strand.

Former UniProt ID:P46121		b4590
G0-16714		ECK4436	ybfI	15.441076			b4636
EG11778	b0690 // ECK0679 // ybfH	ECK0678	ybfG	15.4244		EG11778-MONOMER	b0691
EG11776		ECK0674	ybfF	15.340185		EG11776-MONOMER	b0686
EG11775		ECK0673	ybfE	15.330857		EG11775-MONOMER	b0685
EG11524		ECK0695	ybfD	15.901494		EG11524-MONOMER	b0706
EG11523		ECK0692	ybfC	15.848883		EG11523-MONOMER	b0704
EG11522		ECK0690	ybfB	15.808509		EG11522-MONOMER	b0702
EG11521		ECK0688	ybfA	15.708502		EG11521-MONOMER	b0699
G6363	phoL	ECK0652	ybeZ	14.915768		G6363-MONOMER	b0660
G6362		ECK0651	ybeY	14.90577		G6362-MONOMER	b0659
G6361		ECK0650	ybeX	14.884916		G6361-MONOMER	b0658
G6355		ECK0641	ybeU	14.639357		G6355-MONOMER	b0648
G6354		ECK0640	ybeT	14.625224		G6354-MONOMER	b0647
G6352		ECK0638	ybeR	14.579098		G6352-MONOMER	b0645
G6351		ECK0637	ybeQ	14.554517		G6351-MONOMER	b0644
EG12208	ybeH // b0626 // b0625 // ECK0619	ECK0618	ybeM	14.176655		EG12208-MONOMER	b4581
EG12851		ECK0636	ybeL	14.542624		EG12851-MONOMER	b0643
EG11594		ECK0622	ybeF	14.228232		EG11594-MONOMER	b0629
EG11592		ECK0624	ybeD	14.270329		EG11592-MONOMER	b0631
G0-10437		ECK0578	ybdZ	13.2268		MONOMER0-2659	b4511
G6335		ECK0602	ybdR	13.8331785		G6335-MONOMER	b0608
G6332		ECK0597	ybdO	13.717444		G6332-MONOMER	b0603
G6331		ECK0596	ybdN	13.687994		G6331-MONOMER	b0602
G6330		ECK0595	ybdM	13.675024		G6330-MONOMER	b0601
G6329		ECK0594	ybdL	13.65001		G6329-MONOMER	b0600
G6326		ECK0573	ybdK	13.061406		G6326-MONOMER	b0581
G6325		ECK0572	ybdJ	13.054641		G6325-MONOMER	b0580
G6323		ECK0569	ybdG	13.000027		G6323-MONOMER	b0577
G6324		ECK0571	ybdF	13.045313		G6324-MONOMER	b0579
G0-10438		ECK0592	ybdD	13.619762		MONOMER0-2660	b4512
G6316		ECK0554	ybcY	12.541914		G6316-MONOMER	b0562
G6314		ECK0551	ybcW	12.492966		G6314-MONOMER	b0559
G6313		ECK0550	ybcV	12.477971		G6313-MONOMER	b0558
G6305		ECK0540	ybcO	12.346552		G6305-MONOMER	b0549
G6303		ECK0538	ybcN	12.333239		G6303-MONOMER	b0547
G6302		ECK0537	ybcM	12.311436		G6302-MONOMER	b0546
G6301		ECK0536	ybcL	12.299349		G6301-MONOMER	b0545
G6300		ECK0535	ybcK	12.256455		G6300-MONOMER	b0544
EG12879		ECK0521	ybcJ	11.992735		EG12879-MONOMER	b0528
EG12708		ECK0520	ybcI	11.979183		EG12708-MONOMER	b0527
EG12448		ECK0559	ybcH	12.64832		EG12448-MONOMER	b0567
EG12384	arcC	ECK0514	ybcF	11.858687		EG12384-MONOMER	b0521
G6282	glxB4	ECK0506	ybbY	11.645962		G6282-MONOMER	b0513
G6280	allP // glxB2	ECK0504	ybbW	11.582794		B0511-MONOMER	b0511
G6270		ECK0490	ybbP	11.21187		YBBP-MONOMER	b0496
G6269		ECK0487	ybbO	11.167145		G6269-MONOMER	b0493
G6264		ECK0482	ybbJ	11.082283		G6264-MONOMER	b0488
EG11770	b0500	ECK0494	ybbD	11.389049		EG11770-MONOMER	b0501
EG11769		ECK0492	ybbC	11.366233		EG11769-MONOMER	b0498
EG11657		ECK0489	ybbA	11.197156		YBBA-MONOMER	b0495
G6251	atl	ECK0448	ybaZ	10.254582		G6251-MONOMER	b0454
G6250		ECK0447	ybaY	10.2415905		G6250-MONOMER	b0453
G6243	comEA	ECK0436	ybaV	9.995084		G6243-MONOMER	b0442
G6262		ECK0480	ybaT	11.042965		B0486-MONOMER	b0486
G6259		ECK0477	ybaQ	10.949076		G6259-MONOMER	b0483
G6258		ECK0476	ybaP	10.928997		G6258-MONOMER	b0482
EG12843		ECK0462	ybaN	10.575588		EG12843-MONOMER	b0468
EG12830		ECK0460	ybaM	10.558956		EG12830-MONOMER	b0466
EG12623	ylaA	ECK0472	ybaL	10.805678		YBAL-MONOMER	b0478
EG12454		ECK0475	ybaK	10.914283		EG12454-MONOMER	b0481
EG13217		ECK0439	ybaE	10.03117		EG13217-MONOMER	b0445
EG11100		ECK0465	ybaB	10.6444		EG11100-MONOMER	b0471
EG11099		ECK0450	ybaA	10.269447		EG11099-MONOMER	b0456
G6241		ECK0421	yajR	9.593611		B0427-MONOMER	b0427
G6240		ECK0420	yajQ	9.580275		G6240-MONOMER	b0426
G6236		ECK0413	yajO	9.4182205		G6236-MONOMER	b0419
G198	thiJ	ECK0418	yajL	9.5451145		HMP-KIN-MONOMER	b0424
EG12874		ECK0406	yajI	9.313753		EG12874-MONOMER	b0412
EG12182		ECK0428	yajG	9.772146		EG12182-MONOMER	b0434
EG11097		ECK0404	yajD	9.276978		EG11097-MONOMER	b0410
EG11096		ECK0401	yajC	9.205494		EG11096-MONOMER	b0407
G6229		ECK0375	yaiZ	8.608853		G6229-MONOMER	b0380
G6228		ECK0374	yaiY	8.596616		G6228-MONOMER	b0379
G6214	yaiF // b0362 // b0359 // ECK0359	ECK0356	yaiX	8.240686		G6214-MONOMER	b4579
G6227		ECK0373	yaiW	8.571776		G6227-MONOMER	b0378
G6222	yaiU // b0371 // b0374 // ECK0369	ECK0368	yaiT	8.407588		G6222-MONOMER	b4580
G6216		ECK0361	yaiS	8.274188		G6216-MONOMER	b0364
G6215		ECK0360	yaiP	8.245749		G6215-MONOMER	b0363
G6210		ECK0355	yaiO	8.188227		G6210-MONOMER	b0358
G6207		ECK0351	yaiL	8.117196		G6207-MONOMER	b0354
G6230		ECK0382	yaiI	8.741801		G6230-MONOMER	b0387
EG11093		ECK0384	yaiA	8.767978		EG11093-MONOMER	b0389
G0-16725		ECK4587	yahV	7.1483603		MONOMER0-4407	b4730
G6194		ECK0327	yahO	7.4646697		G6194-MONOMER	b0329
G6193		ECK0326	yahN	7.4470468		G6193-MONOMER	b0328
G6192		ECK0325	yahM	7.4414024		G6192-MONOMER	b0327
G6191		ECK0324	yahL	7.414946		G6191-MONOMER	b0326
G6190		ECK0323	yahK	7.387111		G6190-MONOMER	b0325
G6189		ECK0322	yahJ	7.3492155		G6189-MONOMER	b0324
G6188		ECK0321	yahI	7.328533		G6188-MONOMER	b0323
G0-10550		ECK0320	yahH	7.3200016		MONOMER0-2772	b0322
G6186		ECK0319	yahG	7.288892		G6186-MONOMER	b0321
G6185		ECK0318	yahF	7.2555633		G6185-MONOMER	b0320
G6184		ECK0317	yahE	7.2371864		G6184-MONOMER	b0319
G6183		ECK0316	yahD	7.2232904		G6183-MONOMER	b0318
G6182		ECK0315	yahC	7.207025		G6182-MONOMER	b0317
G6181		ECK0314	yahB	7.1849637		G6181-MONOMER	b0316
G6158		ECK0286	yagU	6.527654		G6158-MONOMER	b0287
G6153	ykgT // b4695	ECK0281	yagP	6.406792		G6153-MONOMER	b0282
G6151		ECK0279	yagN	6.35849		G6151-MONOMER	b0280
G6150		ECK0278	yagM	6.332767		G6150-MONOMER	b0279
G6149		ECK0277	yagL	6.3171477		G6149-MONOMER	b0278
G6148		ECK0276	yagK	6.2978005		G6148-MONOMER	b0277
G6147		ECK0275	yagJ	6.2800913		G6147-MONOMER	b0276
G6143		ECK0272	yagH	6.178598		G6143-MONOMER	b0271
G6142		ECK0271	yagG	6.1485653		B0270-MONOMER	b0270
G6141		ECK0270	yagF	6.1012974		G6141-MONOMER	b0269
G6140		ECK0269	yagE	6.0814123		G6140-MONOMER	b0268
EG12339		ECK0267	yagB	6.0406294		EG12339-MONOMER	b0266
EG12338		ECK0268	yagA	6.050195		EG12338-MONOMER	b0267
G6127		ECK0254	yafZ	5.7562265		G6127-MONOMER	b0252
G6126		ECK0253	yafY	5.733088		G6126-MONOMER	b0251
G6123		ECK0250	yafX	5.703745		G6123-MONOMER	b0248
G6121		ECK0247	yafW	5.6809516		G6121-MONOMER	b0246
G6103		ECK0220	yafV	5.158056		G6103-MONOMER	b0219
G6102		ECK0218	yafU	5.1435566		G6102-MONOMER	b0218
G6101		ECK0217	yafT	5.113158		G6101-MONOMER	b0217
G6100		ECK0213	yafS	5.0588884		G6100-MONOMER	b0213
G6109		ECK0226	yafQ	5.298997		G6109-MONOMER	b0225
G6118		ECK0235	yafP	5.444376		G6118-MONOMER	b0234
G6117		ECK0234	yafO	5.4355865		G6117-MONOMER	b0233
G6116		ECK0233	yafN	5.429209		G6116-MONOMER	b0232
G6111		ECK0228	yafL	5.3151765		G6111-MONOMER	b0227
G6107		ECK0224	yafJ	5.263794		G6107-MONOMER	b0223
G0-10431		ECK0219	yafF	5.153122		MONOMER0-2653	b4503
EG11651		ECK0210	yafE	4.996626		EG11651-MONOMER	b0210
EG11650		ECK0209	yafD	4.979305		EG11650-MONOMER	b0209
EG11649		ECK0208	yafC	4.9544215		EG11649-MONOMER	b0208
G6095		ECK0186	yaeR	4.5646896		G6095-MONOMER	b0187
G6098		ECK0190	yaeQ	4.616697		G6098-MONOMER	b0190
G372		ECK0189	yaeP	4.608812		MONOMER0-741	b4406
EG12337		ECK0163	yaeI	3.9696426		EG12337-MONOMER	b0164
EG12336		ECK0162	yaeH	3.9578366		EG12336-MONOMER	b0163
EG12138	yaeK	ECK0193	yaeF	4.657372		EG12138-MONOMER	b0193
G0-17011		ECK4622	yadX	3.7712436		MONOMER0-4478	b4765
G0-16723		ECK4585	yadW	3.8036458		MONOMER0-4405	b4728
EG11973	ecpD	ECK0139	yadV	3.3492603		EG11973-MONOMER	b0140
EG12333		ECK0156	yadS	3.813319		EG12333-MONOMER	b0157
EG12328		ECK0140	yadN	3.367314		EG12328-MONOMER	b0141
EG12327		ECK0137	yadM	3.2799315		EG12327-MONOMER	b0138
EG12326		ECK0136	yadL	3.2666385		EG12326-MONOMER	b0137
EG12325		ECK0135	yadK	3.2532167		EG12325-MONOMER	b0136
EG12322	agaX	ECK0128	yadI	3.1147747		AGAX-MONOMER	b0129
EG12321		ECK0127	yadH	3.0959237		YADH-MONOMER	b0128
EG12320		ECK0126	yadG	3.0760386		YADG-MONOMER	b0127
EG11749		ECK0129	yadE	3.125633		EG11749-MONOMER	b0130
EG11678		ECK0134	yadC	3.2254682		EG11678-MONOMER	b0135
G0-16722		ECK4584	yacM	2.439735		MONOMER0-4404	b4727
EG12605		ECK0118	yacL	2.8952622		EG12605-MONOMER	b0119
EG12315		ECK0116	yacH	2.7879515		EG12315-MONOMER	b0117
EG12314		ECK0101	yacG	2.4053721		EG12314-MONOMER	b0101
EG11089		ECK0121	yacC	2.9422712		EG11089-MONOMER	b0122
G0-16721		ECK4583	yabR	1.8413056		MONOMER0-4403	b4726
EG12611	b4659	ECK0058	yabQ	1.273706		EG12611-MONOMER	b0057
EG12610	b4659	ECK0057	yabP	1.2597669		EG12610-MONOMER	b0056
EG11571		ECK0066	yabI	1.5371898		EG11571-MONOMER	b0065
G6087		ECK0025	yaaY	0.45632458		G6087-MONOMER	b0024
G6081		ECK0005	yaaX	0.11282066		G6081-MONOMER	b0005
G6082		ECK0011	yaaW	0.22929336		G6082-MONOMER	b0011
EG11566	yabE	ECK0046	yaaU	0.98686844		YAAU-MONOMER	b0045
EG11555		ECK0007	yaaJ	0.14073484		YAAJ-MONOMER	b0007
G8202		ECK0013	yaaI	0.24521442		G8202-MONOMER	b0013
EG10011		ECK0006	yaaA	0.12249901		EG10011-MONOMER	b0006
G6144	yagI	ECK0273	xynR	6.2133913		G6144-MONOMER	b0272
EG20253		ECK3558	xylR	80.46658		EG20253-MONOMER	b3569
EG12276		ECK3557	xylH	80.43947		XYLH-MONOMER	b3568
EG12275		ECK3556	xylG	80.40674		XYLG-MONOMER	b3567
EG20252	xylT	ECK3555	xylF	80.38369		XYLF-MONOMER	b3566
EG11076		ECK4023	xylE	91.36357		XYLE-MONOMER	b4031
EG11075		ECK3553	xylB	80.314445		XYLULOKIN-MONOMER	b3564
EG11074		ECK3554	xylA	80.34732		XYLISOM-MONOMER	b3565
EG11073	xth	ECK1747	xthA	39.47793		EG11073-MONOMER	b1749
EG11098	yajE	ECK0416	xseB	9.503104		EG11098-MONOMER	b0422
EG11072	xse	ECK2505	xseA	56.752037		EG11072-MONOMER	b2509
G6677	ydaQ	ECK1343	xisR	30.446854		G6677-MONOMER	b1346
G6585	ymfG	ECK1127	xisE	25.86982		G6585-MONOMER	b1141
G0-16717	ybcB	ECK4435	xisD	12.190875		G0-16717-MONOMER	b4633
EG11071	xprB	ECK2889	xerD	65.46908		EG11071-MONOMER	b2894
EG11069		ECK3806	xerC	86.09622		EG11069-MONOMER	b3811
G7500	ygfN	ECK2877	xdhD	65.09139		G7500-MONOMER	b2881
G7487	ygeU	ECK2864	xdhC	64.70733		G7487-MONOMER	b2868
G7486	ygeT	ECK2863	xdhB	64.68848		G7486-MONOMER	b2867
G7485	ygeS	ECK2862	xdhA	64.639595		G7485-MONOMER	b2866
EG11146	pRndR // pndR // yfeB	ECK2399	xapR	54.325336		EG11146-MONOMER	b2405
EG13159		ECK2400	xapB	54.34981		XAPB-MONOMER	b2406
G85	pndA	ECK2401	xapA	54.378162		XANTHOSINEPHOSPHORY-MONOMER	b2407
G7501	ygfO	ECK2878	xanQ	65.156784		YGFO-MONOMER	b2882
EG11194	yicE	ECK3644	xanP	82.491		YICE-MONOMER	b3654
